,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,88,138,Ra,1,67.67,0.01,2+,0,0.0,,0+,0,67.67,0.01,100.0,,E2,,,,,123.0,,,,,,61.9,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
1,88,138,Ra,2,211.54,0.02,4+,1,67.67,0.01,2+,0,143.87,0.01,100.0,,E2,,,,,212.0,,,,,,2.11,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
2,88,138,Ra,3,253.73,0.01,1-,1,67.67,0.01,2+,0,186.05,0.01,73.0,4.0,E1,,,,,,,,,,,0.108,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
3,88,138,Ra,3,253.73,0.01,1-,0,0.0,,0+,1,253.73,0.01,100.0,7.0,E1,,,,,,,,,,,0.052,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
4,88,138,Ra,4,321.54,0.06,3-,3,253.73,0.01,1-,0,67.81,0.2,,,,,,,,,,,,,,,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
5,88,138,Ra,4,321.54,0.06,3-,2,211.54,0.02,4+,1,110.0,0.05,10.0,3.0,,,,,,,,,,,,,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
6,88,138,Ra,4,321.54,0.06,3-,1,67.67,0.01,2+,2,253.9,0.1,100.0,11.0,,,,,,,,,,,,,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
7,88,138,Ra,5,416.5,0.3,6+,2,211.54,0.02,4+,0,204.9,0.3,100.0,,,,,,,,,,,,,,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
8,88,138,Ra,6,446.3,0.2,5-,4,321.54,0.06,3-,0,124.8,0.2,3.3,1.1,,,,,,,,,,,,,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
9,88,138,Ra,6,446.3,0.2,5-,2,211.54,0.02,4+,1,234.8,0.2,100.0,,,,,,,,,,,,,,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
10,88,138,Ra,7,626.7,0.2,7-,6,446.3,0.2,5-,0,180.4,0.2,8.5,1.0,,,,,,,,,,,,,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
11,88,138,Ra,7,626.7,0.2,7-,5,416.5,0.3,6+,1,210.3,0.2,100.0,,,,,,,,,,,,,,,1-Feb-1996,Y. A. AKOVALI,2024-04-27
