,energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,147.66,0.05,0.0149,0.0012,9.3e-11,440.446,7.8e-11,292.805,(E2),,,1.454,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
1,292.8,0.01,0.419,0.008,7.8e-11,292.805,3.706e-06,0.0,M1+E2,1.0,5.0,0.34,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
2,323.7,0.02,0.167,0.003,,323.7,,0.0,M1+E2,1.3,21.0,0.174,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,A,2.14,0.01,5988,3,81,128,Tl,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
3,402.8,0.3,0.0001,3e-05,,1003.605,,600.87,[E2],,,0.0552,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
4,440.45,0.01,25.9,0.2,9.3e-11,440.446,3.706e-06,0.0,M1+E2,0.39,17.0,0.161,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
5,544.9,0.3,0.0167,0.0024,,,,,,,,,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,A,2.14,0.01,5988,3,81,128,Tl,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
6,574.9,0.3,0.0025,0.001,,867.98,7.8e-11,292.805,[M1+E2],,,0.056,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
7,600.9,0.2,0.0043,0.0008,,600.87,3.706e-06,0.0,,,,,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
8,604.94,0.21,0.0023,0.0006,,1045.65,9.3e-11,440.446,,,,,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
9,646.03,0.09,0.00229,0.00022,,,,,,,,,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
10,659.75,0.02,0.0374,0.0021,,1100.173,9.3e-11,440.446,,,,,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
11,710.82,0.03,0.0114,0.0005,,1003.605,7.8e-11,292.805,[M1+E2],,,0.033,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
12,807.36,0.01,0.289,0.007,,1100.173,7.8e-11,292.805,,,,,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
13,826.55,0.05,0.0067,0.0005,,1119.38,7.8e-11,292.805,,,,,,83,130,Bi,,0,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,1422,5,84,129,Po,1-Jan-2022,M. S. Basunia,2024-04-27
