,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,86,136,Rn,1,186.211,0.013,2+,0,0.0,,0+,0,186.211,0.013,100.0,,E2,,,,,58.0,,,,,,0.677,0.009,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
1,86,136,Rn,2,448.48,0.06,4+,1,186.211,0.013,2+,0,262.27,0.05,100.0,,[E2],,,,,90.0,,,,,,0.2087,0.003,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
2,86,136,Rn,3,600.74,0.04,1-,1,186.211,0.013,2+,0,414.6,0.05,60.0,,[E1],,,0.0014,,,,,,,,0.01628,0.00023,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
3,86,136,Rn,3,600.74,0.04,1-,0,0.0,,0+,1,600.66,0.05,100.0,,[E1],,,0.0007,,,,,,,,0.00762,0.00011,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
4,86,136,Rn,4,635.57,0.09,3-,3,600.74,0.04,1-,0,34.81,0.16,0.032,3.2e-06,[E2],,,,,80.0,,,,,,1300.0,40.0,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
5,86,136,Rn,4,635.57,0.09,3-,2,448.48,0.06,4+,1,187.1,0.2,,,[E1],,,,,,,,,,,0.1011,0.0014,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
6,86,136,Rn,4,635.57,0.09,3-,1,186.211,0.013,2+,2,449.37,0.1,100.0,10.0,[E1],,,4e-06,,,,,,,,0.0137,0.0002,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
7,86,136,Rn,5,768.08,0.21,(6+),2,448.48,0.06,4+,0,319.6,0.2,100.0,,[E2],,,,,120.0,,,,,,0.1144,0.0016,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
8,86,136,Rn,6,797.4,0.5,(5-),4,635.57,0.09,3-,0,163.0,0.5,,,[E2],,,,,4.6,,,,,,1.116,0.021,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
9,86,136,Rn,6,797.4,0.5,(5-),2,448.48,0.06,4+,1,348.9,0.5,,,,,,,,,,,,,,,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
10,86,136,Rn,7,867.0,0.7,(0+),3,600.74,0.04,1-,0,266.0,2.0,,,[E1],,,0.0014,,,,,,,,0.0438,0.001,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
11,86,136,Rn,7,867.0,0.7,(0+),1,186.211,0.013,2+,1,681.0,,,,[E2],,,,,13.0,,,,,,0.0176,0.0003,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
12,86,136,Rn,8,867.1,0.7,(2+),1,186.211,0.013,2+,0,681.0,,,,[E2+M1],,,,,6.8,,,,,,0.042,0.025,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
13,86,136,Rn,8,867.1,0.7,(2+),0,0.0,,0+,1,867.0,,,,[E2],,,,,1.5,,,,,,0.0107,0.0002,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
14,86,136,Rn,9,959.2,1.0,(3+),1,186.211,0.013,2+,0,773.0,,,,[E2+M1],,,,,26.0,,,,,,0.031,0.017,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
15,86,136,Rn,10,1048.7,0.5,(7-),6,797.4,0.5,(5-),0,251.4,0.5,,,[E2],,,,,260.0,,,,,,0.24,0.004,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
16,86,136,Rn,10,1048.7,0.5,(7-),5,768.08,0.21,(6+),1,280.6,0.5,100.0,28.0,[E1],,,,,,,,,,,0.0387,0.0006,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
17,86,136,Rn,11,1111.5,1.0,(4+),2,448.48,0.06,4+,0,663.0,,,,[E2+M1],,,,,11.5,,,,,,0.04,0.03,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
18,86,136,Rn,12,1127.7,0.3,(8+),5,768.08,0.21,(6+),0,359.6,0.2,100.0,,[E2],,,,,149.0,,,,,,0.0819,0.0012,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
19,86,136,Rn,13,1356.5,0.5,(9-),12,1127.7,0.3,(8+),0,228.8,0.5,74.0,42.0,[E1],,,,,,,,,,,0.0624,0.0009,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
20,86,136,Rn,13,1356.5,0.5,(9-),10,1048.7,0.5,(7-),1,307.7,0.5,100.0,42.0,[E2],,,,,200.0,,,,,,0.1279,0.0019,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
21,86,136,Rn,14,1512.5,0.4,(10+),12,1127.7,0.3,(8+),0,384.9,0.2,100.0,,[E2],,,,,100.0,,,,,,0.068,0.001,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
22,86,136,Rn,15,1707.8,0.5,(11-),14,1512.5,0.4,(10+),0,195.4,0.5,48.0,31.0,[E1],,,,,,,,,,,0.091,0.0014,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
23,86,136,Rn,15,1707.8,0.5,(11-),13,1356.5,0.5,(9-),1,351.2,0.5,100.0,31.0,[E2],,,,,,,,,,,0.0874,0.0013,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
24,86,136,Rn,16,1912.9,0.6,(12+),14,1512.5,0.4,(10+),0,400.4,0.5,,,,,,,,,,,,,,,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
25,86,136,Rn,17,2088.7,0.7,(13-),16,1912.9,0.6,(12+),0,175.6,0.5,,,,,,,,,,,,,,,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
26,86,136,Rn,17,2088.7,0.7,(13-),15,1707.8,0.5,(11-),1,380.9,0.5,100.0,53.0,[E2],,,,,,,,,,,0.07,0.001,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
27,86,136,Rn,18,2316.7,0.8,(14+),16,1912.9,0.6,(12+),0,403.8,0.5,,,,,,,,,,,,,,,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
28,86,136,Rn,19,2485.0,0.9,(15-),17,2088.7,0.7,(13-),0,396.3,0.5,,,,,,,,,,,,,,,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
29,86,136,Rn,20,2727.2,1.0,(16+),18,2316.7,0.8,(14+),0,410.5,0.5,,,,,,,,,,,,,,,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
30,86,136,Rn,21,2881.6,1.0,(17-),19,2485.0,0.9,(15-),0,396.6,0.5,,,,,,,,,,,,,,,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
31,86,136,Rn,22,3285.6,1.2,(19-),21,2881.6,1.0,(17-),0,404.0,0.5,,,,,,,,,,,,,,,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
32,86,136,Rn,23,3695.8,1.3,(21-),22,3285.6,1.2,(19-),0,410.2,0.5,,,,,,,,,,,,,,,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27
