,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,88,137,Ra,1,25.41,0.02,5/2+,0,0.0,,1/2+,0,25.39,0.02,100.0,,(E2),,,,,102.0,,,,,,7377.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
1,88,137,Ra,2,31.56,0.03,3/2-,0,0.0,,1/2+,0,31.5,0.05,100.0,,E1,,,0.00081,,,,,,,,2.44,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
2,88,137,Ra,3,42.77,0.03,3/2+,1,25.41,0.02,5/2+,0,17.36,0.03,110.0,60.0,(M1),,,,,,,0.0064,,,,140.6,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
3,88,137,Ra,3,42.77,0.03,3/2+,0,0.0,,1/2+,1,42.82,0.05,100.0,7.0,(M1+E2),0.28,0.07,,,2.0,,0.00027,,,,77.0,20.0,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
4,88,137,Ra,4,55.16,0.06,(1/2-),2,31.56,0.03,3/2-,0,23.6,,46.0,4.0,(M1+E2),0.034,0.034,,,,,,,,,241.0,12.0,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
5,88,137,Ra,4,55.16,0.06,(1/2-),0,0.0,,1/2+,1,55.11,0.03,100.0,16.0,,,,,,,,,,,,,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
6,88,137,Ra,5,69.36,0.06,(7/2)-,2,31.56,0.03,3/2-,0,37.8,0.1,0.5,0.25,(E2),,,,,,,,,,,1040.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
7,88,137,Ra,5,69.36,0.06,(7/2)-,1,25.41,0.02,5/2+,1,43.99,0.01,100.0,5.0,E1,,,,,,,,,,,1.002,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
8,88,137,Ra,6,100.5,0.06,(9/2)+,5,69.36,0.06,(7/2)-,0,31.1,0.05,100.0,10.0,,,,,,,,,,,,,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
9,88,137,Ra,6,100.5,0.06,(9/2)+,1,25.41,0.02,5/2+,1,75.09,0.07,72.0,16.0,E2,,,,,,,,,,,37.6,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
10,88,137,Ra,8,111.6,0.05,7/2+,6,100.5,0.06,(9/2)+,0,11.1,0.1,,,,,,,,,,,,,,,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
11,88,137,Ra,8,111.6,0.05,7/2+,5,69.36,0.06,(7/2)-,1,42.3,0.1,6.2,0.7,,,,,,,,,,,,,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
12,88,137,Ra,8,111.6,0.05,7/2+,3,42.77,0.03,3/2+,2,68.83,0.03,10.2,1.0,E2,,,,,,,,,,,57.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
13,88,137,Ra,8,111.6,0.05,7/2+,1,25.41,0.02,5/2+,3,86.25,0.04,100.0,8.0,M1+E2,0.27,0.09,,,,,,,,,6.0,0.7,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
