,energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,10.277,,35.26786920805464,,AU,L,81,125,Tl,,2643.1,0.18,(12-),3.74,,3,m,224.4,1.8,IT,100,,,,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
1,10.572,,2.9869911216e-05,3.9085631603e-06,AU,L,81,125,Tl,,0.0,,0-,4.202,,11,m,252.12,0.66,B-,100,,1532.2,6.0,82,124,Pb,31-Jan-2008,F.G. KONDEV,2024-04-27
2,33.238,,0.5090442214124732,,AU,KLX,81,125,Tl,,2643.1,0.18,(12-),3.74,,3,m,224.4,1.8,IT,100,,,,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
3,34.144,,5.74725673e-07,1.073190542e-07,AU,KLX,81,125,Tl,,0.0,,0-,4.202,,11,m,252.12,0.66,B-,100,,1532.2,6.0,82,124,Pb,31-Jan-2008,F.G. KONDEV,2024-04-27
4,42.719,,1.49837258458,,AU,K,81,125,Tl,,2643.1,0.18,(12-),3.74,,3,m,224.4,1.8,IT,100,,,,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
5,43.948,,1.684832e-06,3.135651294e-07,AU,K,81,125,Tl,,0.0,,0-,4.202,,11,m,252.12,0.66,B-,100,,1532.2,6.0,82,124,Pb,31-Jan-2008,F.G. KONDEV,2024-04-27
6,57.524,,0.9188523852210708,,AU,KLL,81,125,Tl,,2643.1,0.18,(12-),3.74,,3,m,224.4,1.8,IT,100,,,,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
7,59.103,,1.0299743244e-06,1.917603355e-07,AU,KLL,81,125,Tl,,0.0,,0-,4.202,,11,m,252.12,0.66,B-,100,,1532.2,6.0,82,124,Pb,31-Jan-2008,F.G. KONDEV,2024-04-27
8,81.777,,0.0704759779464561,,AU,KXY,81,125,Tl,,2643.1,0.18,(12-),3.74,,3,m,224.4,1.8,IT,100,,,,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
9,84.096,,8.01320024e-08,1.50900527e-08,AU,KXY,81,125,Tl,,0.0,,0-,4.202,,11,m,252.12,0.66,B-,100,,1532.2,6.0,82,124,Pb,31-Jan-2008,F.G. KONDEV,2024-04-27
10,2.964,,1.018584,,CE,K,81,125,Tl,,2643.1,0.18,(12-),3.74,,3,m,224.4,1.8,IT,100,,,,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
11,73.15,,0.177504,,CE,L,81,125,Tl,,2643.1,0.18,(12-),3.74,,3,m,224.4,1.8,IT,100,,,,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
12,84.79,,0.0415896,,CE,M,81,125,Tl,,2643.1,0.18,(12-),3.74,,3,m,224.4,1.8,IT,100,,,,81,125,Tl,31-Jan-2008,F.G. KONDEV,2024-04-27
